City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
82,namibe,-15.1961,12.1522,19.92,82,82,2.34,AO,1670294480
83,segou,13.4317,-6.2157,26.95,23,93,3.76,ML,1670294481
84,yar-sale,66.8333,70.8333,-17.07,97,27,3.16,RU,1670294481
85,tiverton,50.9,-3.4833,6.4,89,75,5.66,GB,1670294482
86,erenhot,43.6475,111.9767,-10.29,42,0,7.87,CN,1670294483
87,ucluelet,48.9329,-125.5528,4.49,85,100,1.21,CA,1670294484
88,torbay,47.6666,-52.7314,4.21,96,100,2.06,CA,1670294484
89,dikson,73.5069,80.5464,-5.61,96,100,5.35,RU,1670294485
90,hofn,64.2539,-15.2082,1.35,68,77,3.49,IS,1670294486
91,mataura,-46.1927,168.8643,10.27,37,16,2.75,NZ,1670294487
92,east london,-33.0153,27.9116,14.89,80,67,3.88,ZA,1670294487
93,nova era,-19.75,-43.0375,17.54,92,100,0.96,BR,1670294418
94,yerofey pavlovich,53.9667,121.9667,-15.94,77,100,1.14,RU,1670294488
95,xai-xai,-25.0519,33.6442,24.04,93,94,3.13,MZ,1670294489
96,hermanus,-34.4187,19.2345,14.66,73,40,2.91,ZA,1670294490
97,georgetown,5.4112,100.3354,29.38,84,20,1.54,MY,1670294258
98,beringovskiy,63.05,179.3167,-3.29,80,53,10.04,RU,1670294491
99,asfi,32.2994,-9.2372,17.57,85,99,5.42,MA,1670294491
100,sioux lookout,50.1001,-91.917,-23.96,77,20,2.06,CA,1670294491
101,tura,25.5198,90.2201,21.16,63,0,0.6,IN,1670294492
102,akureyri,65.6835,-18.0878,-6.04,93,100,1.03,IS,1670294492
103,quelimane,-17.8786,36.8883,25.97,89,20,4.12,MZ,1670294492
104,arraial do cabo,-22.9661,-42.0278,23.12,90,100,9.95,BR,1670294493
105,victoria,22.2855,114.1577,16.64,76,100,4.47,HK,1670294201
106,bago,17.3367,96.4797,27.88,62,24,2.07,MM,1670294493
107,hithadhoo,-0.6,73.0833,27.45,74,100,4.19,MV,1670294494
108,mahebourg,-20.4081,57.7,24.03,94,75,1.54,MU,1670294494
109,amuntai,-2.4177,115.2494,32.38,56,97,0.43,ID,1670294494
110,san andres,12.5847,-81.7006,28.01,74,40,6.69,CO,1670294478
111,hasaki,35.7333,140.8333,7.94,84,100,8.63,JP,1670294357
112,acari,-15.4311,-74.6158,21.35,74,100,1.54,PE,1670294495
113,bairiki,1.3292,172.9752,29.0,79,40,4.12,KI,1670294495
114,lata,40.1629,-8.3327,11.15,92,100,0.57,PT,1670294496
115,buala,-8.145,159.5921,28.86,74,90,2.24,SB,1670294496
116,sao joao da barra,-21.6403,-41.0511,23.4,85,99,9.72,BR,1670294497
117,narsaq,60.9167,-46.05,6.12,71,99,5.76,GL,1670294497
118,ballina,-28.8667,153.5667,34.32,38,0,2.83,AU,1670294497
119,iqaluit,63.7506,-68.5145,-21.75,98,57,1.72,CA,1670294498
120,shubarkuduk,49.1447,56.4872,-14.69,95,18,3.02,KZ,1670294498
121,chuy,-33.6971,-53.4616,17.26,94,0,2.5,UY,1670294498
122,bulgan,48.8125,103.5347,-17.37,71,1,1.43,MN,1670294499
123,aykhal,66.0,111.5,-28.03,100,100,3.52,RU,1670294499
124,minab,27.1467,57.0801,22.11,55,100,1.76,IR,1670294500
125,geraldton,-28.7667,114.6,25.23,53,0,9.26,AU,1670294500
126,bluff,-46.6,168.3333,10.45,59,10,5.9,NZ,1670294500
127,ribeira grande,38.5167,-28.7,15.99,87,100,10.28,PT,1670294501
128,kearney,40.6995,-99.0815,-2.05,63,75,3.09,US,1670294501
129,unhel,23.3333,75.5667,18.69,56,2,3.05,IN,1670294502
130,sitka,57.0531,-135.33,2.94,87,100,1.54,US,1670294502
131,tawang,27.5833,91.8667,8.98,37,1,1.05,IN,1670294242
132,fort frances,48.5999,-93.4003,-20.53,78,0,0.0,CA,1670294502
133,carnarvon,-24.8667,113.6333,23.52,61,26,7.58,AU,1670294503
134,cairns,-16.9167,145.7667,37.26,52,0,4.63,AU,1670294503
135,vaini,-21.2,-175.2,28.09,83,75,5.66,TO,1670294504
136,rahuri,19.3833,74.65,22.96,49,25,2.26,IN,1670294504
137,ryabovo,59.4,31.1333,-7.63,88,100,4.01,RU,1670294436
138,rawson,-43.3002,-65.1023,21.76,35,20,8.33,AR,1670294505
139,isangel,-19.55,169.2667,33.06,70,84,2.06,VU,1670294505
140,yantal,56.8471,105.2542,-13.39,91,100,5.91,RU,1670294506
141,barra do garcas,-15.89,-52.2567,21.31,95,100,0.95,BR,1670294506
142,boyolangu,-8.1181,111.8935,29.6,67,79,1.37,ID,1670294506
143,rawdon,46.0501,-73.7159,2.85,74,100,1.01,CA,1670294443
144,hovd,48.0056,91.6419,-15.23,75,20,1.47,MN,1670294507
145,visp,46.2937,7.8815,4.94,55,0,1.55,CH,1670294507
146,padang,-0.9492,100.3543,28.03,74,100,0.32,ID,1670294354
147,ponta do sol,32.6667,-17.1,19.28,73,100,1.81,PT,1670294508
148,gwadar,25.1216,62.3254,22.72,62,6,2.34,PK,1670294508
149,nuzvid,16.7833,80.85,22.47,75,54,0.79,IN,1670294509
150,buta,2.7858,24.73,20.46,99,100,1.04,CD,1670294509
151,magistralnyy,56.1725,107.4458,-12.15,81,100,3.79,RU,1670294509
152,ambilobe,-13.2,49.05,24.01,82,3,1.06,MG,1670294510
153,bambous virieux,-20.3428,57.7575,24.01,94,75,1.54,MU,1670294510
154,kigorobya,1.6162,31.3089,18.55,86,100,2.14,UG,1670294510
155,hamilton,39.1834,-84.5333,7.43,90,100,4.12,US,1670294222
156,new norfolk,-42.7826,147.0587,16.62,44,49,1.79,AU,1670294511
157,salinas,36.6777,-121.6555,12.05,84,0,2.57,US,1670294325
158,chokurdakh,70.6333,147.9167,-40.72,100,42,1.25,RU,1670294512
159,nikolskoye,59.7035,30.7861,-7.06,88,100,3.86,RU,1670294512
160,nishihara,26.1842,127.7558,20.6,64,75,9.77,JP,1670294512
161,creel,27.75,-107.6333,8.74,83,88,1.67,MX,1670294513
162,broome,42.2506,-75.833,3.34,66,0,3.6,US,1670294513
163,wattegama,6.7989,81.4808,23.41,91,100,1.19,LK,1670294514
164,thinadhoo,0.5333,72.9333,27.4,74,77,4.05,MV,1670294514
165,marawi,7.9986,124.2928,27.39,60,97,1.47,PH,1670294512
166,coolum beach,-26.5333,153.1,35.19,48,0,3.14,AU,1670294514
167,midland,31.9974,-102.0779,20.38,57,0,3.09,US,1670294253
168,ust-tsilma,65.441,52.1498,-12.39,92,91,3.23,RU,1670294515
169,te anau,-45.4167,167.7167,11.16,81,99,1.39,NZ,1670294515
170,stornoway,58.2093,-6.3865,4.98,86,75,4.12,GB,1670294516
171,lagoa,39.05,-27.9833,15.95,77,100,11.15,PT,1670294516
172,lubango,-14.9172,13.4925,17.57,77,85,0.82,AO,1670294349
173,klaksvik,62.2266,-6.589,3.51,61,92,11.21,FO,1670294517
174,sao gabriel da cachoeira,-0.1303,-67.0892,23.84,91,100,0.88,BR,1670294517
175,tiksi,71.6872,128.8694,-26.35,93,100,4.55,RU,1670294518
176,salvador,13.8333,-88.9167,21.22,79,69,1.18,SV,1670294428
177,ugoofaaru,5.6667,73.0,26.88,77,100,4.51,MV,1670294518
178,vuktyl,63.8567,57.3094,-16.85,95,95,3.88,RU,1670294520
179,lewiston,44.1003,-70.2148,7.46,86,100,2.5,US,1670294520
180,hilo,19.7297,-155.09,25.85,84,40,5.66,US,1670294385
181,tuburan,6.6439,122.2736,29.05,73,77,1.63,PH,1670294520
182,dunedin,-45.8742,170.5036,11.0,71,97,3.58,NZ,1670294521
183,benghazi,32.1167,20.0667,18.25,50,27,3.23,LY,1670294522
184,ahipara,-35.1667,173.1667,17.7,88,100,3.27,NZ,1670294522
185,tessalit,20.1986,1.0114,23.79,17,97,3.98,ML,1670294523
186,mwene-ditu,-7.0,23.45,16.02,97,99,1.04,CD,1670294524
187,miyako,39.6367,141.9525,4.2,90,100,2.46,JP,1670294525
188,flin flon,54.7682,-101.865,-24.42,93,100,2.43,CA,1670294526
189,colwyn bay,53.2948,-3.7267,6.06,38,35,1.34,GB,1670294527
190,kargopol,61.5071,38.9456,-9.12,94,100,3.63,RU,1670294528
191,taoudenni,22.6783,-3.9836,24.21,23,2,1.74,ML,1670294528
192,san patricio,28.017,-97.5169,22.13,86,53,5.55,US,1670294529
193,maralal,1.0968,36.698,13.08,86,39,1.79,KE,1670294529
194,olafsvik,64.8945,-23.7142,4.05,78,45,2.61,IS,1670294531
195,anupgarh,29.1911,73.2086,16.88,27,0,1.36,IN,1670294531
196,cabo san lucas,22.8909,-109.9124,26.4,71,0,5.14,MX,1670294394
197,maues,-3.3836,-57.7186,22.27,90,83,0.66,BR,1670294532
198,baruun-urt,46.6806,113.2792,-11.12,60,76,8.14,MN,1670294533
199,lugovoy,42.9472,72.7644,-6.36,90,86,1.42,KZ,1670294533
200,kavieng,-2.5744,150.7967,28.68,69,71,0.97,PG,1670294534
201,senneterre,48.3835,-77.2328,0.1,92,100,4.91,CA,1670294534
202,ayr,55.4627,-4.6339,2.4,100,20,1.54,GB,1670294535
203,kodiak,57.79,-152.4072,0.73,100,100,2.57,US,1670294536
204,lebu,-37.6167,-73.65,14.03,90,8,1.28,CL,1670294536
205,brindisi,40.5833,17.6667,14.69,92,84,3.37,IT,1670294537
206,bath,51.3779,-2.3591,6.32,90,60,4.23,GB,1670294443
207,puerto ayora,-0.7393,-90.3518,20.86,94,24,1.79,EC,1670294538
208,qasigiannguit,68.8193,-51.1922,4.14,69,56,5.34,GL,1670294539
209,vao,-22.6667,167.4833,25.31,85,87,5.5,NC,1670294539
210,yorkton,51.2167,-102.4677,-23.09,77,40,1.03,CA,1670294254
211,rio grande,-32.035,-52.0986,19.5,90,0,3.79,BR,1670294541
212,kaeo,-35.1,173.7833,17.88,87,100,3.01,NZ,1670294542
213,troitskoye,52.9821,84.6757,-14.47,95,100,1.07,RU,1670294543
214,iconha,-20.7931,-40.8111,20.88,90,100,3.22,BR,1670294544
215,clyde river,70.4692,-68.5914,-6.87,100,100,1.54,CA,1670294544
216,tougan,13.0667,-3.0667,25.54,25,96,3.65,BF,1670294545
217,gornopravdinsk,60.05,69.9,-21.22,100,99,1.5,RU,1670294545
218,brae,60.3964,-1.353,5.29,64,98,10.87,GB,1670294546
219,chara,56.9064,118.2631,-16.56,75,100,2.35,RU,1670294547
220,coquimbo,-29.9533,-71.3436,14.85,94,0,1.54,CL,1670294548
221,piedade,-23.7119,-47.4278,19.09,98,100,2.86,BR,1670294548
222,rincon,32.296,-81.2354,16.98,88,100,2.06,US,1670294549
223,deputatskiy,69.3,139.9,-34.61,97,99,0.72,RU,1670294549
224,lompoc,34.6391,-120.4579,12.1,94,0,2.57,US,1670294550
225,okhotsk,59.3833,143.3,-25.88,78,99,4.14,RU,1670294550
226,shinpokh,34.3292,71.1782,7.67,37,3,1.5,PK,1670294551
227,flinders,-34.5833,150.8552,20.14,63,56,4.82,AU,1670294551
228,bengkulu,-3.8004,102.2655,27.56,71,100,1.29,ID,1670294551
229,safaga,26.7292,33.9365,18.9,55,0,8.4,EG,1670294552
230,tancitaro,19.3333,-102.3667,13.97,70,0,1.74,MX,1670294552
231,vardo,70.3705,31.1107,-2.01,93,40,8.23,NO,1670294553
232,aksu,41.1231,80.2644,-3.13,31,96,1.33,CN,1670294553
233,colares,38.7992,-9.4469,14.63,93,96,2.24,PT,1670294554
234,coihaique,-45.5752,-72.0662,9.97,57,0,2.57,CL,1670294554
235,sao raimundo nonato,-9.0153,-42.6994,22.5,78,99,1.56,BR,1670294554
236,waddan,29.1614,16.139,17.73,24,15,1.75,LY,1670294555
237,odweyne,9.4092,45.064,16.53,48,5,0.87,SO,1670294555
238,batamshinskiy,50.5594,58.2747,-16.09,97,98,4.86,KZ,1670294555
239,chifeng,42.2683,118.9636,-4.33,21,0,8.2,CN,1670294556
240,methoni,36.8197,21.7049,14.56,75,88,4.22,GR,1670294556
241,kajansi,0.2081,32.5222,16.81,86,100,1.3,UG,1670294557
242,port augusta,-32.5,137.7667,29.25,25,100,2.44,AU,1670294557
243,blagoyevo,63.3667,47.9167,-13.44,95,78,3.19,RU,1670294557
244,sao filipe,14.8961,-24.4956,22.47,67,26,1.59,CV,1670294558
245,vanavara,60.34,102.2797,-11.93,92,100,4.81,RU,1670294558
246,ferkessedougou,9.6,-5.2,24.9,35,27,2.05,CI,1670294558
247,ouallam,14.3188,2.0866,25.36,18,100,3.95,NE,1670294559
248,upata,8.0086,-62.3989,22.33,97,40,1.67,VE,1670294559
249,axim,4.8699,-2.2405,25.75,87,75,2.01,GH,1670294560
250,acapulco,16.8634,-99.8901,25.24,79,0,2.16,MX,1670294536
251,alice springs,-23.7,133.8833,37.75,9,3,8.23,AU,1670294560
252,machachi,-0.5,-78.5667,10.26,99,100,0.28,EC,1670294560
253,port lincoln,-34.7333,135.8667,18.91,58,96,4.26,AU,1670294561
254,husavik,66.0449,-17.3389,-0.03,83,100,3.76,IS,1670294561
255,abu dhabi,24.4667,54.3667,22.2,86,0,2.06,AE,1670294562
256,vostok,46.4856,135.8833,-12.84,76,80,3.74,RU,1670294562
257,hirara,24.8,125.2833,20.92,77,75,11.83,JP,1670294562
258,poum,-20.2333,164.0167,27.42,80,100,6.08,NC,1670294563
259,wanning,18.8003,110.3967,21.08,77,88,6.02,CN,1670294563
260,barrow,71.2906,-156.7887,-5.99,79,0,6.69,US,1670294564
261,morondava,-20.2833,44.2833,24.3,83,96,3.06,MG,1670294564
262,buraydah,26.326,43.975,14.25,81,50,4.51,SA,1670294533
263,monroe,43.1501,-77.6831,7.01,46,100,4.63,US,1670294430
264,trat,12.5,102.5,30.49,78,100,4.83,TH,1670294565
265,provideniya,64.3833,-173.3,0.2,93,100,14.0,RU,1670294565
266,lagunas,-5.2269,-75.6753,24.49,79,75,0.95,PE,1670294565
267,ilulissat,69.2167,-51.1,4.01,48,20,10.29,GL,1670294566
268,alofi,-19.0595,-169.9187,29.94,62,40,2.57,NU,1670294566
269,yumen,40.2833,97.2,-7.35,82,99,0.27,CN,1670294567
270,aksay,47.26,39.87,-4.86,33,3,8.49,RU,1670294567
271,nanortalik,60.1432,-45.2371,2.11,79,100,7.21,GL,1670294567
272,toppenish,46.3774,-120.3087,-1.1,97,95,0.55,US,1670294538
273,samarai,-10.6167,150.6667,28.87,67,88,3.85,PG,1670294568
274,vernon,50.2581,-119.2691,-4.8,79,98,0.51,CA,1670294494
275,inongo,-1.95,18.2667,20.89,94,100,0.87,CD,1670294569
276,meulaboh,4.1363,96.1285,25.87,82,99,2.0,ID,1670294569
277,boundiali,9.5217,-6.4869,23.16,49,52,0.61,CI,1670294569
278,vaitape,-16.5167,-151.75,26.67,75,19,7.13,PF,1670294570
279,codrington,-38.2667,141.9667,16.82,59,44,4.52,AU,1670294570
280,nelson bay,-32.7167,152.15,23.38,68,51,5.81,AU,1670294571
281,camacha,33.0833,-16.3333,15.68,77,20,1.03,PT,1670294571
282,aklavik,68.2191,-135.0107,-25.16,85,85,8.27,CA,1670294544
283,kagawasan,7.8661,123.395,28.04,66,100,0.74,PH,1670294572
284,richards bay,-28.783,32.0377,19.88,82,98,4.15,ZA,1670294399
285,kahului,20.8947,-156.47,28.01,70,40,1.54,US,1670294572
286,macusani,-14.0833,-70.4333,2.42,94,99,2.12,PE,1670294573
287,peace river,56.2501,-117.286,-26.83,76,0,3.09,CA,1670294573
288,bridgetown,13.1,-59.6167,22.74,94,20,2.57,BB,1670294403
289,fortuna,40.5982,-124.1573,7.51,92,100,2.06,US,1670294574
290,clarence town,-32.5833,151.7833,24.23,48,71,3.42,AU,1670294574
291,sainte-suzanne,-20.9061,55.6089,27.1,65,100,5.14,RE,1670294574
292,palmer,42.1584,-72.3287,4.23,85,75,1.54,US,1670294575
293,quixada,-4.9714,-39.0153,25.81,68,57,3.6,BR,1670294575
294,grindavik,63.8424,-22.4338,0.26,93,0,2.06,IS,1670294576
295,saint george,37.1041,-113.5841,12.33,70,40,2.06,US,1670294576
296,olenino,56.2092,33.4889,-7.71,80,100,4.43,RU,1670294577
297,dodge city,37.7528,-100.0171,4.57,50,0,5.66,US,1670294577
298,sao francisco do conde,-12.6275,-38.68,26.01,94,98,1.64,BR,1670294577
299,rocha,-34.4833,-54.3333,15.8,95,0,3.1,UY,1670294578
300,corpus christi,27.8006,-97.3964,22.21,91,75,6.69,US,1670294344
301,margate,51.3813,1.3862,8.16,84,97,2.68,GB,1670294578
302,asosa,10.0667,34.5333,17.17,46,34,2.0,ET,1670294579
303,mustasaari,63.1142,21.6822,0.97,93,100,4.12,FI,1670294455
304,tarakan,3.3,117.6333,27.29,75,58,0.97,ID,1670294579
305,dingle,10.9995,122.6711,28.6,72,34,6.06,PH,1670294579
306,inirida,3.8653,-67.9239,23.42,93,79,0.89,CO,1670294580
307,oranjemund,-28.55,16.4333,14.73,90,47,5.69,NA,1670294580
308,cabatuan,10.8794,122.486,28.74,70,37,6.04,PH,1670294581
309,pisco,-13.7,-76.2167,19.45,82,0,5.14,PE,1670294581
310,maihar,24.2667,80.75,17.1,44,0,1.15,IN,1670294581
311,chikodi,16.4333,74.6,21.07,45,38,3.33,IN,1670294582
312,rawah,34.4816,41.9093,12.02,54,13,0.55,IQ,1670294582
313,ancud,-41.8697,-73.8203,11.96,96,61,1.38,CL,1670294583
314,nkowakowa,-23.8878,30.2871,19.77,82,93,2.16,ZA,1670294583
315,ransang,8.9603,117.5828,29.66,67,84,1.26,PH,1670294583
316,kloulklubed,7.0419,134.2556,29.28,73,100,5.73,PW,1670294436
317,lasa,46.6166,10.7002,-1.47,72,13,2.07,IT,1670294584
318,oussouye,12.485,-16.5469,22.57,71,5,2.12,SN,1670294584
319,santa clara,22.4,-79.9667,18.81,88,20,0.51,CU,1670294457
320,kirensk,57.7853,108.1119,-11.3,93,100,4.73,RU,1670294585
321,belaya gora,68.5333,146.4167,-40.99,96,36,0.49,RU,1670294585
322,carmen,18.6333,-91.8333,26.02,78,0,2.06,MX,1670294332
323,jalingo,8.8833,11.3667,22.24,22,33,1.44,NG,1670294586
324,taltal,-25.4,-70.4833,17.53,81,30,0.5,CL,1670294586
325,bourail,-21.5667,165.4833,26.98,80,100,2.07,NC,1670294587
326,marsh harbour,26.5412,-77.0636,23.5,71,46,3.7,BS,1670294587
327,bubaque,11.2833,-15.8333,26.32,72,7,3.5,GW,1670294587
328,bukama,-9.2,25.85,18.62,97,98,0.45,CD,1670294588
329,gushikawa,26.3544,127.8686,20.57,68,75,6.69,JP,1670294588
330,adrar,20.5022,-10.0711,22.29,30,30,1.08,MR,1670294589
331,dosso,13.049,3.1937,23.35,17,91,4.53,NE,1670294589
332,sawakin,19.1059,37.3321,25.1,77,35,3.62,SD,1670294589
333,cam ranh,11.9214,109.1591,26.98,83,40,4.63,VN,1670294590
334,dongsheng,39.8161,109.9776,-5.96,32,5,2.07,CN,1670294590
335,podgorenskiy,50.405,39.6429,-8.38,54,24,2.32,RU,1670294590
336,tukrah,32.5341,20.5791,16.95,51,43,1.25,LY,1670294592
337,bowen,-20.0167,148.2333,27.94,59,0,4.44,AU,1670294592
338,nisia floresta,-6.0911,-35.2086,26.45,82,2,3.56,BR,1670294593
339,touros,-5.1989,-35.4608,25.58,74,0,5.56,BR,1670294593
340,anloga,5.7947,0.8973,26.95,84,68,4.38,GH,1670294593
341,mpika,-11.8343,31.4529,15.57,91,100,1.67,ZM,1670294594
342,udachnyy,66.4167,112.4,-33.44,100,91,2.39,RU,1670294419
343,pacific grove,36.6177,-121.9166,11.82,89,0,2.24,US,1670294429
344,cayenne,4.9333,-52.3333,24.02,100,100,0.51,GF,1670294594
345,petropavlovsk-kamchatskiy,53.0452,158.6483,-7.67,73,75,4.0,RU,1670294476
346,ulaangom,49.9811,92.0667,-26.0,91,34,0.26,MN,1670294595
347,halifax,44.6453,-63.5724,1.93,80,42,1.54,CA,1670294349
348,laguna,38.421,-121.4238,12.99,80,0,3.09,US,1670294548
349,saint-louis,16.3333,-15.0,23.46,43,28,3.79,SN,1670294596
350,berlevag,70.8578,29.0864,3.0,87,100,8.75,NO,1670294596
351,mandera,3.9366,41.867,25.08,65,46,4.03,KE,1670294596
352,kavaratti,10.5669,72.642,27.93,67,75,2.2,IN,1670294597
353,mountain home,43.133,-115.6912,-2.29,100,100,1.54,US,1670294597
354,komsomolskiy,40.4272,71.7189,-1.6,80,75,1.03,UZ,1670294597
355,paita,-5.0892,-81.1144,18.92,86,9,5.57,PE,1670294598
356,thurso,58.5927,-3.5259,5.14,71,100,9.02,GB,1670294598
357,kandrian,-6.2167,149.55,28.33,77,94,4.07,PG,1670294599
358,alta floresta,-9.8756,-56.0861,20.94,99,99,1.17,BR,1670294599
359,saint-marc-des-carrieres,46.6834,-72.0491,-1.96,86,100,0.51,CA,1670294599
360,darnah,32.767,22.6367,16.28,66,54,1.64,LY,1670294600
361,burgersdorp,-30.9977,26.3286,9.83,66,71,2.74,ZA,1670294600
362,yenagoa,4.9247,6.2642,24.86,91,82,1.54,NG,1670294600
363,amapa,1.0,-52.0,21.59,98,97,0.24,BR,1670294601
364,balikpapan,-1.2675,116.8289,29.55,79,20,3.6,ID,1670294601
365,bara,10.3744,10.7288,19.29,22,3,3.05,NG,1670294602
366,nova prata,-28.7839,-51.61,19.21,100,34,0.86,BR,1670294332
